filepath,label,split
data/image/Vegetable Images/train/Radish/0531.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0525.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0243.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0294.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0280.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0479.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0323.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0445.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0451.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0337.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0486.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0492.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0109.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0647.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0121.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0135.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0653.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0860.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0874.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0684.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0690.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0848.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0849.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0691.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0685.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0875.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0861.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0134.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0652.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0646.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0120.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0108.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0493.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0487.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0450.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0336.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0322.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0444.jpg,Radish,train
data/image/Vegetable Images/train/Radish/1000.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0478.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0281.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0295.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0524.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0242.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0256.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0530.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0518.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0083.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0929.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0097.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0901.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0915.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0040.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0726.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0732.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0054.jpg,Radish,train
data/image/Vegetable Images/train/Radish/0068.jpg,Radish,train
data/image/Vegetable Images/train/Pumpkin/0071.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0717.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0703.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0065.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0059.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0918.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0930.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0924.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0515.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0273.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0267.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0501.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0529.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0298.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0461.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0307.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0313.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0475.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0449.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0105.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0663.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0677.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0111.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0139.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0887.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0893.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0878.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0844.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0688.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0850.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0851.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0689.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0845.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0879.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0892.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0138.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0886.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0676.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0110.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0104.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0662.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0448.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0312.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0474.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0460.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0306.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0299.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0528.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0266.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0500.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0514.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0272.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0925.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0931.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0919.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0058.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0702.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0064.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0070.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0716.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0066.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0700.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0714.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0072.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0728.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0099.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0927.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0933.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0502.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0264.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0270.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0516.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0258.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0476.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0310.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0304.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0462.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0338.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0489.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0112.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0674.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0660.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0106.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0890.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0648.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0884.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0853.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0847.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0846.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0852.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0885.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0649.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0891.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0661.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0107.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0113.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0675.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0488.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0339.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0305.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0463.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0477.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0311.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0259.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0271.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0517.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0503.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0265.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0932.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0098.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0926.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0729.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0715.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0073.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0067.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0701.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0739.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0705.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0063.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0077.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0711.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0922.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0088.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0936.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0249.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0261.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0507.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0513.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0275.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0329.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0315.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0473.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0467.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0301.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0498.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0895.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0881.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0659.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0671.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0117.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0103.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0665.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0856.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0842.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0843.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0857.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0102.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0664.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0670.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0116.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0658.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0880.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0894.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0499.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0466.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0300.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0314.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0472.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0328.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0512.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0274.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0260.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0506.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0248.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0089.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0937.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0923.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0076.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0710.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0704.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0062.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0738.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0048.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0712.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0074.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0060.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0706.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0935.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0921.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0909.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0538.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0276.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0510.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0504.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0262.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0289.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0458.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0302.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0464.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0470.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0316.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0882.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0128.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0896.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0666.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0100.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0114.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0672.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0699.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0841.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0855.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0869.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0868.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0854.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0840.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0698.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0115.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0673.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0667.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0101.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0129.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0897.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0883.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0471.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0317.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0303.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0465.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0459.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0288.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0505.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0263.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0277.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0511.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0539.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0908.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0920.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0934.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0061.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0707.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0713.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0075.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0049.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0774.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0012.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0006.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0760.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0748.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0990.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0984.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0953.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0947.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0210.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0576.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0562.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0204.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0238.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0589.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0364.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0402.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0416.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0370.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0358.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0600.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0166.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0172.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0614.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0628.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0827.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0199.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0833.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0832.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0826.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0198.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0629.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0173.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0615.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0601.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0167.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0359.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0417.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0371.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0365.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0403.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0588.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0239.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0563.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0205.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0211.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0577.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0946.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0952.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0985.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0991.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0749.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0007.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0761.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0775.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0013.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0763.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0005.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0011.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0777.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0987.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0039.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0993.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0978.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0944.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0950.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0788.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0207.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0561.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0575.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0213.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0549.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0373.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0415.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0401.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0367.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0429.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0398.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0617.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0171.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0165.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0603.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0159.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0818.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0830.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0824.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0825.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0831.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0819.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0158.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0164.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0602.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0616.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0170.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0399.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0428.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0400.jpg,Pumpkin,train
data/image/Vegetable Images/train/Pumpkin/0366.jpg,Pumpkin,train
